query_id,query_text,doc_id,doc_text,rel,label_source
70,Write a function to find the maximum absolute product between numbers in pairs of tuples within a given list.,364,Create a function that finds the largest absolute product among all pairs in a list of tuples.,1,weak_auto_from_relevant_indices
70,Write a function to find the maximum absolute product between numbers in pairs of tuples within a given list.,174,Write a function to find the minimum product from the pairs of tuples within a given list.,1,weak_auto_from_relevant_indices
70,Write a function to find the maximum absolute product between numbers in pairs of tuples within a given list.,21,Write a function to find the maximum difference between available pairs in the given tuple list.,1,weak_auto_from_relevant_indices
71,Write a function to sum all amicable numbers from 1 to a specified number.,365,Develop a function that calculates the sum of all amicable numbers up to a given limit.,1,weak_auto_from_relevant_indices
71,Write a function to sum all amicable numbers from 1 to a specified number.,165,Write a function to compute the sum of digits of each number of a given list.,1,weak_auto_from_relevant_indices
71,Write a function to sum all amicable numbers from 1 to a specified number.,577,Create a function that lists all lucid numbers up to a specified integer.,1,weak_auto_from_relevant_indices
72,Write a function to get the angle of a complex number.,366,Create a function that returns the phase angle of a complex number.,1,weak_auto_from_relevant_indices
72,Write a function to get the angle of a complex number.,85,Write a function to find the circumference of a circle.,1,weak_auto_from_relevant_indices
72,Write a function to get the angle of a complex number.,154,Write a function to find the volume of a cone.,1,weak_auto_from_relevant_indices
73,Write a function to find the maximum difference between the number of 0s and number of 1s in any sub-string of the given binary string.,367,Develop a function that finds the largest difference between the count of zeros and ones in any substring of a binary string.,1,weak_auto_from_relevant_indices
73,Write a function to find the maximum difference between the number of 0s and number of 1s in any sub-string of the given binary string.,93,Write a python function to find the maximum difference between any two elements in a given array.,1,weak_auto_from_relevant_indices
73,Write a function to find the maximum difference between the number of 0s and number of 1s in any sub-string of the given binary string.,570,Create a function that calculates the least number of swaps needed to change one binary string to another.,1,weak_auto_from_relevant_indices
